galanga	515.0	604.0	0.020999953	240.0	172.0	21.0
scallion	914.0	556.0	0.112627976	0.0	131.0	61.0
white bread	1037.0	448.0	0.00588865	255.0	234.0	214.0
caraway	599.0	202.0	0.023892008	240.0	172.0	21.0
bone oil	960.0	503.0	0.0037156492	219.0	169.0	105.0
onion	797.0	516.0	0.36755034	0.0	131.0	61.0
roasted hazelnut	662.0	695.0	2.4081879E-5	209.0	187.0	199.0
endive	741.0	325.0	0.0035860997	0.0	131.0	61.0
mandarin peel	759.0	199.0	0.001250241	255.0	118.0	51.0
lime juice	379.0	164.0	0.05281209	255.0	255.0	0.0
shrimp	965.0	386.0	0.051574863	124.0	169.0	255.0
lima bean	730.0	571.0	0.002391571	0.0	131.0	61.0
walnut	606.0	561.0	0.029024104	209.0	187.0	199.0
peach	339.0	272.0	0.0060310164	255.0	255.0	0.0
star anise	511.0	198.0	0.0070440336	240.0	172.0	21.0
strawberry jam	725.0	273.0	3.7608124E-4	255.0	255.0	0.0
lamb	780.0	449.0	0.029440759	230.0	0.0	0.0
crab	852.23376	436.81836	0.008339544	124.0	169.0	255.0
goat cheese	262.0	519.0	0.00564456	255.0	255.0	255.0
tamarind	840.0	257.0	0.02197877	240.0	172.0	21.0
orange flower	411.0	174.0	0.0017947602	238.0	129.0	192.0
citrus	440.0	218.0	0.004527296	255.0	255.0	0.0
pork liver	651.0	448.0	8.788369E-4	230.0	0.0	0.0
white wine	459.0	384.0	0.04315736	144.0	3.0	31.0
potato	758.0	533.0	0.079739384	0.0	131.0	61.0
raisin	935.0	384.0	0.04735109	255.0	255.0	0.0
yam	959.0	523.0	0.004132233	0.0	131.0	61.0
watermelon	248.0	232.0	0.0019083908	255.0	255.0	0.0
pineapple	399.0	341.0	0.012112711	255.0	255.0	0.0
black bean	753.0	583.0	0.012306732	0.0	131.0	61.0
red bean	735.0	602.0	0.0065574674	0.0	131.0	61.0
popcorn	622.0	470.0	0.001320962	255.0	234.0	214.0
okra	684.0	302.0	0.004021429	255.0	255.0	0.0
chinese cabbage	190.0	580.0	0.01587887	0.0	131.0	61.0
peanut	609.0	508.0	0.018357208	209.0	187.0	199.0
fennel	503.0	151.0	0.020483194	153.0	243.0	77.0
garlic	806.0	578.0	0.3834941	0.0	131.0	61.0
red wine	389.0	419.0	0.031034922	144.0	3.0	31.0
whiskey	413.0	398.0	0.0037040056	144.0	3.0	31.0
tomato	824.0	277.0	0.20571746	0.0	131.0	61.0
juniper berry	416.0	218.0	0.0051254253	255.0	255.0	0.0
tangerine	397.0	213.0	0.0023568193	255.0	255.0	0.0
coconut oil	387.0	663.0	0.0018289334	131.0	129.0	23.0
bell pepper	676.0	261.0	0.13423654	0.0	131.0	61.0
durian	302.0	224.0	0.0021881838	255.0	255.0	0.0
macadamia nut	613.0	580.0	0.0023788516	209.0	187.0	199.0
honey	305.0	288.0	0.043523867	219.0	169.0	105.0
lemon juice	487.0	125.0	0.10651503	255.0	255.0	0.0
swiss cheese	334.0	512.0	0.009016112	255.0	255.0	255.0
cider	357.0	405.0	0.014126302	144.0	3.0	31.0
milk	551.0	507.0	0.13886508	255.0	255.0	255.0
bread	1019.0	464.0	0.06835382	255.0	234.0	214.0
cognac	316.0	385.0	0.003342182	144.0	3.0	31.0
yeast	644.0	556.0	0.047369037	255.0	118.0	51.0
tomato juice	863.0	278.0	0.004670414	0.0	131.0	61.0
flower	449.0	164.0	0.0021006048	238.0	129.0	192.0
corn flake	792.0	381.0	0.0022530078	255.0	234.0	214.0
clove	515.0	265.0	7.3247653E-4	240.0	172.0	21.0
raw beef	742.0	478.0	7.9617836E-4	230.0	0.0	0.0
wine	340.0	353.0	0.019793393	144.0	3.0	31.0
sesame oil	994.0	420.0	0.072014846	131.0	129.0	23.0
brassica	841.0	621.0	0.004176333	255.0	118.0	51.0
corn grit	827.0	353.0	0.0046441928	255.0	234.0	214.0
papaya	291.0	270.0	0.00278309	255.0	255.0	0.0
cinnamon	554.0	209.0	0.11542205	240.0	172.0	21.0
raspberry	493.0	345.0	0.008051875	255.0	255.0	0.0
kumquat	442.0	87.0	0.001590621	255.0	255.0	0.0
katsuobushi	563.0	415.0	0.0063406066	124.0	169.0	255.0
ouzo	486.0	163.0	9.6897874E-4	144.0	3.0	31.0
avocado	306.0	190.0	0.015171515	255.0	255.0	0.0
spearmint	779.0	237.0	1.6778098E-4	153.0	243.0	77.0
roasted nut	313.0	684.0	2.4081879E-5	209.0	187.0	199.0
anise seed	266.0	219.0	0.004649361	240.0	172.0	21.0
strawberry	402.0	327.0	0.012067331	255.0	255.0	0.0
plum	411.0	298.0	0.012831345	255.0	255.0	0.0
brown rice	937.0	342.0	0.003942571	255.0	234.0	214.0
rose	534.0	249.0	0.009166266	238.0	129.0	192.0
melon	374.0	281.0	0.0020478973	255.0	255.0	0.0
soybean oil	763.0	643.0	4.8163758E-5	131.0	129.0	23.0
laurel	312.0	145.0	4.8163758E-5	255.0	118.0	51.0
cauliflower	773.0	650.0	0.009698254	0.0	131.0	61.0
bay	532.0	104.0	0.036715906	153.0	243.0	77.0
cabbage	846.0	559.0	0.030101575	0.0	131.0	61.0
pistachio	257.0	652.0	0.010997953	209.0	187.0	199.0
vegetable	485.0	659.0	0.042337097	0.0	131.0	61.0
kohlrabi	891.0	411.0	0.0011613485	0.0	131.0	61.0
lemon	469.0	195.0	0.06632168	255.0	255.0	0.0
fenugreek	945.0	408.0	0.052090865	153.0	243.0	77.0
prickly pear	343.0	309.0	0.0024719713	255.0	255.0	0.0
bergamot	515.0	178.0	2.6028627E-4	238.0	129.0	192.0
cranberry	389.0	234.0	0.006099132	255.0	255.0	0.0
enokidake	866.0	647.0	0.02105471	0.0	131.0	61.0
coconut	413.0	635.0	0.04975497	209.0	187.0	199.0
apple brandy	298.0	430.0	0.002557511	144.0	3.0	31.0
sauerkraut	250.0	473.0	0.017559262	0.0	131.0	61.0
lovage	809.0	226.0	0.0023625907	153.0	243.0	77.0
buttermilk	452.0	611.0	0.021533934	255.0	255.0	255.0
rhubarb	209.0	241.0	0.0029393332	0.0	131.0	61.0
roasted beef	707.0	461.0	0.004476688	230.0	0.0	0.0
brandy	478.0	371.0	0.01092359	144.0	3.0	31.0
chicken	720.0	432.0	0.12230171	230.0	0.0	0.0
blue cheese	482.0	471.0	0.00566231	255.0	255.0	255.0
jasmine	439.0	178.0	0.0024636227	238.0	129.0	192.0
shellfish	213.0	344.0	0.0025086708	124.0	169.0	255.0
celery	776.0	327.0	0.04008294	0.0	131.0	61.0
lime peel oil	769.0	194.0	0.0037472998	131.0	129.0	23.0
black currant	469.0	257.0	8.5816067E-4	255.0	255.0	0.0
squash	232.0	264.0	0.011755144	0.0	131.0	61.0
armagnac	286.0	404.0	8.640165E-4	144.0	3.0	31.0
chervil	546.0	642.0	0.0034563276	153.0	243.0	77.0
nutmeg	609.0	139.0	0.030815138	240.0	172.0	21.0
japanese plum	620.0	308.0	0.0025765756	255.0	255.0	0.0
pea	875.0	406.0	0.026476037	0.0	131.0	61.0
whole grain wheat flour	811.0	359.0	0.008952184	255.0	234.0	214.0
mint	732.0	308.0	0.048217636	153.0	243.0	77.0
roasted peanut	569.0	472.0	0.018848903	209.0	187.0	199.0
lime	429.0	202.0	0.039318364	255.0	255.0	0.0
roasted pork	696.0	440.0	0.003393869	230.0	0.0	0.0
oat	778.0	640.0	0.01116844	255.0	234.0	214.0
tabasco pepper	701.0	152.0	0.010562742	240.0	172.0	21.0
feta cheese	435.0	503.0	0.012363992	255.0	255.0	255.0
tequila	1009.0	494.0	0.006204048	144.0	3.0	31.0
malt	496.0	616.0	0.001070506	255.0	234.0	214.0
wheat bread	924.0	460.0	0.0018129746	255.0	234.0	214.0
soybean	720.0	537.0	0.03875762	0.0	131.0	61.0
lard	276.0	183.0	0.03421872	219.0	169.0	105.0
chickpea	769.0	299.0	0.029742943	0.0	131.0	61.0
wasabi	855.0	597.0	0.0060980762	0.0	131.0	61.0
citrus peel	495.0	274.0	7.851744E-4	255.0	118.0	51.0
grape juice	188.0	334.0	0.010967989	255.0	255.0	0.0
green bell pepper	722.0	221.0	0.033323165	0.0	131.0	61.0
mustard	846.0	239.0	0.04794116	131.0	129.0	23.0
quince	402.0	275.0	0.002689786	255.0	255.0	0.0
beef	667.0	482.0	0.09705889	230.0	0.0	0.0
milk fat	763.0	397.0	0.023081264	255.0	255.0	255.0
egg	892.0	491.0	0.30233952	219.0	169.0	105.0
tea	675.0	325.0	0.0044509745	131.0	129.0	23.0
strawberry juice	273.0	279.0	7.521625E-4	255.0	255.0	0.0
sweet potato	918.0	405.0	0.010614328	0.0	131.0	61.0
sesame seed	520.0	311.0	0.020244299	209.0	187.0	199.0
beef liver	919.0	300.0	4.4694424E-4	230.0	0.0	0.0
beet	720.0	386.0	0.013642441	0.0	131.0	61.0
beer	533.0	438.0	0.0048154728	144.0	3.0	31.0
geranium	506.0	229.0	2.4081879E-5	238.0	129.0	192.0
oyster	856.0	422.0	0.019098222	124.0	169.0	255.0
peppermint oil	640.0	311.0	0.0015167821	131.0	129.0	23.0
mutton	798.0	419.0	2.121225E-4	230.0	0.0	0.0
rosemary	560.0	181.0	0.01943536	153.0	243.0	77.0
tuna	686.0	612.0	0.0075685605	124.0	169.0	255.0
gardenia	426.0	147.0	0.0017637657	238.0	129.0	192.0
muscat grape	406.0	258.0	2.4081879E-5	255.0	255.0	0.0
sunflower oil	723.0	669.0	0.0022191673	131.0	129.0	23.0
elderberry	465.0	239.0	2.3620437E-4	255.0	255.0	0.0
lingonberry	725.0	360.0	0.006816109	255.0	255.0	0.0
mozzarella cheese	322.0	584.0	0.021738008	255.0	255.0	255.0
chicory	797.0	632.0	0.004386734	0.0	131.0	61.0
cured pork	681.0	421.0	0.0077923276	230.0	0.0	0.0
chive	869.0	542.0	0.020405699	0.0	131.0	61.0
blackberry	432.0	315.0	0.00344168	255.0	255.0	0.0
rapeseed	625.0	120.0	7.1770337E-4	255.0	118.0	51.0
lemon peel	597.0	308.0	0.013375227	255.0	118.0	51.0
coriander	608.0	271.0	0.114280306	240.0	172.0	21.0
apple	353.0	330.0	0.030051058	255.0	255.0	0.0
mace	676.0	137.0	0.0035869372	240.0	172.0	21.0
kale	223.0	408.0	0.0020637668	0.0	131.0	61.0
pork	723.0	408.0	0.038843814	230.0	0.0	0.0
rye bread	1013.0	435.0	0.009945306	255.0	234.0	214.0
liver	981.0	298.0	0.0015535795	230.0	0.0	0.0
kidney bean	724.0	620.0	0.0090371575	0.0	131.0	61.0
beech	879.0	444.0	3.9808918E-4	255.0	118.0	51.0
savory	336.0	231.0	0.0035637452	153.0	243.0	77.0
grapefruit	299.0	148.0	0.002522234	255.0	255.0	0.0
vanilla	546.0	350.0	0.0796949	240.0	172.0	21.0
fig	303.0	238.0	0.0052806945	255.0	255.0	0.0
chamomile	225.0	343.0	2.121225E-4	238.0	129.0	192.0
cottage cheese	478.0	552.0	0.010371016	255.0	255.0	255.0
pepper	653.0	236.0	0.16422217	240.0	172.0	21.0
cheese	342.0	473.0	0.05078984	255.0	255.0	255.0
nectarine	383.0	267.0	6.6428346E-4	255.0	255.0	0.0
rye flour	822.0	381.0	0.013887049	255.0	234.0	214.0
chicken broth	703.0	502.0	0.081033304	230.0	0.0	0.0
buckwheat	800.0	269.0	0.0060996464	255.0	234.0	214.0
potato chip	640.0	490.0	0.0015757731	0.0	131.0	61.0
blackberry brandy	578.0	77.0	2.2416344E-4	144.0	3.0	31.0
pork sausage	698.0	393.0	0.01944757	230.0	0.0	0.0
kelp	242.0	183.0	0.07085987	0.0	131.0	61.0
grape	432.0	339.0	0.005119452	255.0	255.0	0.0
soy sauce	519.0	575.0	0.095927596	131.0	129.0	23.0
meat	828.0	417.0	0.019588556	230.0	0.0	0.0
seaweed	343.0	198.0	0.017449452	124.0	169.0	255.0
broccoli	780.0	671.0	0.010442216	0.0	131.0	61.0
orange peel	273.0	153.0	0.011033364	255.0	118.0	51.0
maple syrup	530.0	267.0	0.00310817	131.0	129.0	23.0
lilac flower oil	255.0	261.0	2.4081879E-5	131.0	129.0	23.0
brussels sprout	823.0	475.0	0.0020593265	0.0	131.0	61.0
wheat	867.0	359.0	0.3253984	255.0	234.0	214.0
angelica	212.0	211.0	2.4081879E-5	153.0	243.0	77.0
rice	981.0	331.0	0.11113981	255.0	234.0	214.0
peppermint	644.0	289.0	0.0022690757	153.0	243.0	77.0
mackerel	640.0	609.0	0.008713946	124.0	169.0	255.0
lobster	844.0	438.0	0.0027892946	124.0	169.0	255.0
smoked sausage	761.0	384.0	0.009905708	230.0	0.0	0.0
octopus	753.0	317.0	0.0037382012	124.0	169.0	255.0
radish	236.0	425.0	0.019143132	0.0	131.0	61.0
squid	625.0	391.0	0.012936025	124.0	169.0	255.0
cereal	211.0	363.0	0.0020957016	255.0	234.0	214.0
watercress	499.0	631.0	0.0035185271	0.0	131.0	61.0
vegetable oil	519.0	673.0	0.22793068	131.0	129.0	23.0
anise	540.0	229.0	0.0063894237	240.0	172.0	21.0
bitter orange	438.0	232.0	0.002456084	255.0	255.0	0.0
olive oil	192.0	263.0	0.22346488	131.0	129.0	23.0
cherry	292.0	306.0	0.010406825	255.0	255.0	0.0
oatmeal	735.0	289.0	8.269627E-4	255.0	234.0	214.0
artichoke	295.0	176.0	0.008491607	0.0	131.0	61.0
guava	427.0	281.0	6.0105376E-4	255.0	255.0	0.0
vinegar	242.0	381.0	0.13175376	131.0	129.0	23.0
roasted pecan	810.0	698.0	2.4081879E-5	209.0	187.0	199.0
clam	868.0	437.0	0.0120635135	124.0	169.0	255.0
violet	226.0	360.0	0.0016363944	238.0	129.0	192.0
sherry	374.0	373.0	0.011673047	144.0	3.0	31.0
turkey	890.0	432.0	0.0080712885	230.0	0.0	0.0
chayote	198.0	357.0	0.002098776	255.0	255.0	0.0
