salmon,lard,{'weight': 1}
salmon,cayenne,{'weight': 2}
salmon,chicken_liver,{'weight': 1}
salmon,tabasco_pepper,{'weight': 2}
salmon,almond,{'weight': 2}
salmon,chickpea,{'weight': 1}
salmon,green_bell_pepper,{'weight': 2}
salmon,grape_brandy,{'weight': 1}
salmon,saffron,{'weight': 1}
salmon,violet,{'weight': 1}
salmon,cumin,{'weight': 1}
salmon,pepper,{'weight': 2}
salmon,beef_broth,{'weight': 2}
salmon,fennel,{'weight': 1}
salmon,wheat,{'weight': 1}
salmon,thai_pepper,{'weight': 2}
salmon,lemon_peel,{'weight': 1}
salmon,sesame_oil,{'weight': 2}
salmon,apple_brandy,{'weight': 2}
salmon,palm,{'weight': 2}
salmon,anise,{'weight': 1}
salmon,salmon_roe,{'weight': 1}
red_wine,cane_molasses,{'weight': 2}
red_wine,cumin,{'weight': 1}
red_wine,milk_fat,{'weight': 1}
red_wine,turmeric,{'weight': 1}
red_wine,basil,{'weight': 2}
red_wine,fennel,{'weight': 1}
red_wine,sesame_oil,{'weight': 1}
red_wine,soy_sauce,{'weight': 2}
red_wine,lime_juice,{'weight': 1}
red_wine,fruit,{'weight': 1}
red_wine,beef_broth,{'weight': 1}
red_wine,vegetable,{'weight': 1}
red_wine,smoke,{'weight': 1}
red_wine,zucchini,{'weight': 1}
red_wine,star_anise,{'weight': 1}
red_wine,vegetable_oil,{'weight': 1}
red_wine,cherry_brandy,{'weight': 2}
red_wine,palm,{'weight': 1}
red_wine,olive_oil,{'weight': 2}
red_wine,saffron,{'weight': 2}
red_wine,orange_flower,{'weight': 1}
red_wine,watermelon,{'weight': 2}
red_wine,artichoke,{'weight': 2}
red_wine,sage,{'weight': 2}
red_wine,cereal,{'weight': 1}
red_wine,almond,{'weight': 1}
red_wine,violet,{'weight': 1}
beef,fennel,{'weight': 2}
beef,chickpea,{'weight': 1}
beef,milk_fat,{'weight': 2}
beef,saffron,{'weight': 1}
beef,lime_juice,{'weight': 1}
beef,star_anise,{'weight': 1}
beef,date,{'weight': 2}
beef,vegetable_oil,{'weight': 1}
beef,lemon_juice,{'weight': 1}
beef,soy_sauce,{'weight': 1}
beef,violet,{'weight': 1}
beef,bone_oil,{'weight': 1}
beef,olive_oil,{'weight': 2}
beef,black_sesame_seed,{'weight': 1}
beef,vegetable,{'weight': 2}
beef,chicken_broth,{'weight': 1}
beef,zucchini,{'weight': 1}
beef,seed,{'weight': 1}
beef,lettuce,{'weight': 2}
beef,lard,{'weight': 1}
beef,apple_brandy,{'weight': 2}
beef,lime_peel_oil,{'weight': 1}
beef,turmeric,{'weight': 1}
beef,nira,{'weight': 1}
beef,cumin,{'weight': 2}
beef,beet,{'weight': 2}
beef,basil,{'weight': 1}
kohlrabi,raisin,{'weight': 2}
kohlrabi,tabasco_pepper,{'weight': 1}
kohlrabi,almond,{'weight': 1}
kohlrabi,violet,{'weight': 1}
kohlrabi,cilantro,{'weight': 2}
kohlrabi,horseradish,{'weight': 1}
kohlrabi,cashew,{'weight': 2}
kohlrabi,chicken_liver,{'weight': 1}
kohlrabi,buttermilk,{'weight': 1}
kohlrabi,saffron,{'weight': 2}
kohlrabi,thai_pepper,{'weight': 1}
kohlrabi,vanilla,{'weight': 2}
kohlrabi,cayenne,{'weight': 1}
kohlrabi,fenugreek,{'weight': 2}
kohlrabi,apple_brandy,{'weight': 1}
kohlrabi,marjoram,{'weight': 1}
kohlrabi,brandy,{'weight': 2}
kohlrabi,mace,{'weight': 1}
kohlrabi,barley,{'weight': 2}
kohlrabi,wasabi,{'weight': 1}
kohlrabi,pepper,{'weight': 1}
kohlrabi,sesame_oil,{'weight': 2}
kohlrabi,sweet_potato,{'weight': 1}
kohlrabi,black_pepper,{'weight': 1}
kohlrabi,cereal,{'weight': 1}
kohlrabi,orange_juice,{'weight': 2}
kohlrabi,cinnamon,{'weight': 1}
kohlrabi,green_bell_pepper,{'weight': 1}
kohlrabi,chive,{'weight': 1}
kohlrabi,lemongrass,{'weight': 1}
kohlrabi,artichoke,{'weight': 1}
cumin,swiss_cheese,{'weight': 1}
cumin,hazelnut,{'weight': 1}
cumin,white_wine,{'weight': 2}
cumin,chicken,{'weight': 1}
cumin,romano_cheese,{'weight': 1}
cumin,rice,{'weight': 2}
cumin,lime_peel_oil,{'weight': 2}
cumin,matsutake,{'weight': 2}
cumin,champagne_wine,{'weight': 1}
cumin,cognac,{'weight': 2}
cumin,honey,{'weight': 1}
cumin,cheddar_cheese,{'weight': 1}
cumin,pineapple,{'weight': 2}
cumin,butter,{'weight': 1}
cumin,raisin,{'weight': 1}
cumin,lemon_peel,{'weight': 1}
cumin,fenugreek,{'weight': 1}
cumin,tamarind,{'weight': 2}
cumin,corn,{'weight': 2}
cumin,walnut,{'weight': 1}
cumin,porcini,{'weight': 2}
cumin,enokidake,{'weight': 2}
cumin,olive,{'weight': 2}
cumin,mustard,{'weight': 1}
cumin,savory,{'weight': 1}
cumin,chive,{'weight': 1}
cumin,pea,{'weight': 2}
cumin,sherry,{'weight': 1}
cumin,nut,{'weight': 1}
cumin,cured_pork,{'weight': 1}
cumin,vanilla,{'weight': 2}
cumin,wine,{'weight': 1}
cumin,cream,{'weight': 1}
cumin,cashew,{'weight': 1}
cumin,peanut,{'weight': 1}
cumin,parsnip,{'weight': 1}
cumin,peanut_butter,{'weight': 1}
cumin,mushroom,{'weight': 2}
cumin,fruit,{'weight': 2}
cumin,pimento,{'weight': 1}
cumin,shiitake,{'weight': 2}
cumin,buckwheat,{'weight': 2}
cumin,roasted_peanut,{'weight': 1}
coffee,bone_oil,{'weight': 1}
coffee,palm,{'weight': 1}
coffee,orange_flower,{'weight': 1}
coffee,milk_fat,{'weight': 1}
coffee,cilantro,{'weight': 2}
coffee,lime_juice,{'weight': 1}
coffee,chicken_liver,{'weight': 1}
coffee,smoke,{'weight': 1}
coffee,tarragon,{'weight': 1}
coffee,violet,{'weight': 1}
coffee,fennel,{'weight': 1}
coffee,anise,{'weight': 2}
coffee,vegetable,{'weight': 2}
coffee,artichoke,{'weight': 2}
coffee,pimento,{'weight': 2}
coffee,lemon_peel,{'weight': 2}
coffee,olive_oil,{'weight': 2}
coffee,lemon_juice,{'weight': 1}
