feta_cheese,lemongrass,{'weight': 6}
feta_cheese,green_bell_pepper,{'weight': 4}
feta_cheese,cocoa,{'weight': 67}
feta_cheese,broccoli,{'weight': 6}
feta_cheese,sweet_potato,{'weight': 3}
feta_cheese,mango,{'weight': 46}
feta_cheese,walnut,{'weight': 8}
feta_cheese,cheddar_cheese,{'weight': 129}
feta_cheese,cayenne,{'weight': 4}
feta_cheese,matsutake,{'weight': 52}
feta_cheese,shiitake,{'weight': 52}
feta_cheese,bitter_orange,{'weight': 10}
feta_cheese,bean,{'weight': 41}
feta_cheese,cranberry,{'weight': 42}
feta_cheese,clam,{'weight': 32}
feta_cheese,mustard,{'weight': 8}
feta_cheese,blue_cheese,{'weight': 129}
feta_cheese,cassava,{'weight': 4}
feta_cheese,turkey,{'weight': 33}
feta_cheese,coriander,{'weight': 13}
feta_cheese,truffle,{'weight': 14}
feta_cheese,pork,{'weight': 57}
feta_cheese,lime,{'weight': 17}
feta_cheese,honey,{'weight': 27}
feta_cheese,pistachio,{'weight': 5}
feta_cheese,grapefruit,{'weight': 19}
feta_cheese,ham,{'weight': 33}
feta_cheese,potato,{'weight': 45}
feta_cheese,mozzarella_cheese,{'weight': 127}
feta_cheese,fenugreek,{'weight': 7}
feta_cheese,roasted_beef,{'weight': 77}
feta_cheese,marjoram,{'weight': 4}
feta_cheese,bacon,{'weight': 58}
feta_cheese,raspberry,{'weight': 49}
feta_cheese,thyme,{'weight': 7}
feta_cheese,cilantro,{'weight': 6}
feta_cheese,rosemary,{'weight': 6}
feta_cheese,mint,{'weight': 10}
feta_cheese,leek,{'weight': 20}
feta_cheese,buttermilk,{'weight': 6}
feta_cheese,carrot,{'weight': 9}
feta_cheese,tuna,{'weight': 42}
feta_cheese,ginger,{'weight': 29}
feta_cheese,pecan,{'weight': 30}
feta_cheese,nutmeg,{'weight': 4}
feta_cheese,orange_juice,{'weight': 17}
feta_cheese,beef,{'weight': 74}
feta_cheese,olive,{'weight': 26}
feta_cheese,rice,{'weight': 39}
feta_cheese,sesame_seed,{'weight': 9}
feta_cheese,tabasco_pepper,{'weight': 5}
feta_cheese,cider,{'weight': 39}
feta_cheese,roasted_peanut,{'weight': 60}
feta_cheese,pepper,{'weight': 4}
feta_cheese,cream_cheese,{'weight': 127}
feta_cheese,tomato,{'weight': 52}
feta_cheese,cheese,{'weight': 127}
feta_cheese,sauerkraut,{'weight': 9}
feta_cheese,strawberry,{'weight': 69}
feta_cheese,nut,{'weight': 5}
feta_cheese,salmon,{'weight': 42}
feta_cheese,oat,{'weight': 22}
feta_cheese,orange,{'weight': 39}
feta_cheese,bell_pepper,{'weight': 18}
feta_cheese,pork_sausage,{'weight': 58}
feta_cheese,fig,{'weight': 20}
feta_cheese,asparagus,{'weight': 26}
feta_cheese,cinnamon,{'weight': 6}
feta_cheese,bread,{'weight': 38}
feta_cheese,shallot,{'weight': 5}
feta_cheese,peanut_oil,{'weight': 11}
feta_cheese,garlic,{'weight': 5}
feta_cheese,banana,{'weight': 49}
feta_cheese,chive,{'weight': 4}
feta_cheese,shrimp,{'weight': 36}
feta_cheese,peanut_butter,{'weight': 60}
feta_cheese,roasted_sesame_seed,{'weight': 11}
feta_cheese,egg,{'weight': 27}
feta_cheese,coconut,{'weight': 34}
feta_cheese,fish,{'weight': 34}
feta_cheese,white_bread,{'weight': 40}
feta_cheese,hazelnut,{'weight': 5}
feta_cheese,raisin,{'weight': 12}
feta_cheese,cauliflower,{'weight': 12}
feta_cheese,soybean,{'weight': 63}
feta_cheese,tangerine,{'weight': 17}
feta_cheese,cream,{'weight': 24}
feta_cheese,coffee,{'weight': 64}
feta_cheese,smoked_sausage,{'weight': 32}
feta_cheese,yogurt,{'weight': 27}
feta_cheese,cottage_cheese,{'weight': 127}
feta_cheese,palm,{'weight': 3}
feta_cheese,pea,{'weight': 30}
feta_cheese,radish,{'weight': 8}
feta_cheese,sherry,{'weight': 72}
